"Fornecedor";"Contratante";"Número do Contrato";"Objeto do Contrato";"Início da Vigência";"Fim da Vigência";"Data da Assinatura";"Valor do Contrato";"Valor é porcentagem?";
"JUVINETE DE LOURDES SILVA";"Fundacao Cultural de Joao Pessoa";"0062018";"Contratacao da Quadrilha Junina Nacao Matuta para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"JOSEILSON DE SOUSA";"Fundacao Cultural de Joao Pessoa";"0072018";"Contratacao da Quadrilha Junina Maria Cangaceira para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"ANTONIO DA PENHA PEREIRA MONTEIRO";"Fundacao Cultural de Joao Pessoa";"0082018";"Contratacao da Quadrilha Junina Linda Flor do Sertao para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"EDILENE SANTOS NASCIMENTO DA SILVA";"Fundacao Cultural de Joao Pessoa";"0092018";"Contratacao da Quadrilha Junina Sucupira para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"JOSE ROBERTO PEREIRA SOARES JUNIOR";"Fundacao Cultural de Joao Pessoa";"0102018";"Contratacao da Quadrilha Junina Xamego Arretado para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"GERALDO SOARES OLIVEIRA";"Fundacao Cultural de Joao Pessoa";"0112018";"Contratacao da Quadrilha Junina Po de Serra para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"RAQUEL EMANELLE VAZ";"Fundacao Cultural de Joao Pessoa";"0122018";"Contratacao da Quadrilha Junina Tiko Show para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"ANTONIO MARQUES DE SOUZA";"Fundacao Cultural de Joao Pessoa";"0132018";"Contratacao da Quadrilha Junina Mangue Seco para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"14200.0";"0";
"JOAO CARVALHO DA SILVA";"Fundacao Cultural de Joao Pessoa";"0142018";"Contratacao da Quadrilha Junina Xiado do Xinelo para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"CARLOS ANDRE SILVA RIBEIRO";"Fundacao Cultural de Joao Pessoa";"0152018";"Contratacao da Quadrilha Junina Cangaceiros do Sertao para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"FRANCISCO DE ASSIS SOARES NETO";"Fundacao Cultural de Joao Pessoa";"0162018";"Contratacao da Quadrilha Junina Fulo do Cerrado para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"14200.0";"0";
"CLENILZO ROBERTO FERREIRA DA SILVA";"Fundacao Cultural de Joao Pessoa";"0172018";"Contratacao da Quadrilha Junina Xote e Baiao para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"14200.0";"0";
"DAMIAO JOCIMARIO DA SILVA";"Fundacao Cultural de Joao Pessoa";"0182018";"Contratacao da Quadrilha Junina So Risos para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-17";"14200.0";"0";
"PAULO HENRIQUE RODRIGUES AQUINO";"Fundacao Cultural de Joao Pessoa";"0192018";"Contratacao da Quadrilha Junina Fazenda Lampiao para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"ROSA SOARES DA FONSECA";"Fundacao Cultural de Joao Pessoa";"0202018";"Contratacao da Quadrilha Junina Ze Monteiro para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"JOAO AMARO NETO";"Fundacao Cultural de Joao Pessoa";"0212018";"Contratacao da Quadrilha Junina Explode Coracao para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"ADAILTON CANDIDO SINEZIO";"Fundacao Cultural de Joao Pessoa";"0222018";"Contratacao da Quadrilha Junina Raiz Nordestina para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"WALLISON DA SILVA PEDRO";"Fundacao Cultural de Joao Pessoa";"0232018";"Contratacao da Quadrilha Junina Sanfona Branca para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"LUIZ FERREIRA DA SILVA";"Fundacao Cultural de Joao Pessoa";"0242018";"Contratacao da Quadrilha Junina Lageiro Seco para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"PAULO GERMANO DE ALMEIDA BARBOSA";"Fundacao Cultural de Joao Pessoa";"0252018";"Contratacao da Quadrilha Junina Fogueirinha para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"RICARDO FELIX DA SILVA";"Fundacao Cultural de Joao Pessoa";"0262018";"Contratacao da Quadrilha Junina Flor de Mandacaru para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"DANIELLE ERNESTO DE LIMA";"Fundacao Cultural de Joao Pessoa";"0272018";"Contratacao da Quadrilha Junina Flor de Lirio para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"GEYSON ALVES JULIAO";"Fundacao Cultural de Joao Pessoa";"0282018";"Contratacao da Quadrilha Junina Paraiba para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-05-18";"17200.0";"0";
"TAMYRES GOMES FREIRE COUTINHO";"Fundacao Cultural de Joao Pessoa";"0292018";"Contratacao da Quadrilha Junina Aconchego para duas apresentacoes no mes de junho 2018";"2018-06-09";"2018-06-30";"2018-06-06";"14200.0";"0";
"INOVAMED COMERCIO DE MEDICAMENTOS LTDA - ME";"Secretaria Municipal de Saude";"108492019";"AQUISICAO DE MEDICAMENTOS DE USO GERAL.
";"2019-06-04";"2019-12-31";"2019-06-04";"52900.0";"0";
" PADRAO DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS HOSPITALARES PADRE CALLOU LTDA ";"Secretaria Municipal de Saude";"108632019";" AQUISICAO DE MATERIAL MEDICO PADRAO.
";"2019-06-03";"2019-12-31";"2019-06-03";"989.3";"0";
"CENTRAL DAS FRALDAS DISTRIBUIDORA LTDA";"Secretaria Municipal de Saude";"108612019";"AQUISICAO DE MATERIAL MEDICO PARA DIABETES.
";"2019-05-30";"2019-12-31";"2019-05-30";"74250.0";"0";
"NUTRI HOSPITALAR LTDA - ME";"Secretaria Municipal de Saude";"107972018";"Aquisicao de bolsas de ostomia";"2018-08-03";"2018-12-31";"2018-07-25";"385093.5";"0";
"VIVA SAUDE MATERIAL MEDICO HOSPITALAR LTDA ";"Secretaria Municipal de Saude";"107982018";"Aquisicao de bolsas de ostomia";"2018-08-03";"2018-12-31";"2018-07-26";"407238.0";"0";
"MJ COMERCIO DE ARTIGOS MEDICOS E ORTOPEDICOS LTDA";"Secretaria Municipal de Saude";"108062018";"Aquisicao de bolsas de ostomia";"2018-08-08";"2018-12-31";"2018-07-31";"5990.0";"0";
"TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA";"Secretaria Municipal de Saude";"109852018";"Aquisicao de bolsas de ostomia";"";"2018-12-31";"2018-12-12";"110524.8";"0";
"VIVA SAUDE MATERIAL MEDICO HOSPITALAR LTDA ";"Secretaria Municipal de Saude";"109862018";"Aquisicao de bolsas de ostomia";"";"2018-12-31";"2018-12-12";"70345.0";"0";
"TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA";"Secretaria Municipal de Saude";"108072018";"Aquisicao de bolsas de ostomia";"2018-08-18";"2018-12-31";"2018-08-08";"467549.5";"0";
"MJ COMERCIO DE ARTIGOS MEDICOS E ORTOPEDICOS LTDA";"Secretaria Municipal de Saude";"106562019";"Aquisicao de bolsas de ostomia";"2019-03-09";"2019-12-31";"2019-03-08";"8985.0";"0";
"VIVA SAUDE MATERIAL MEDICO HOSPITALAR LTDA ";"Secretaria Municipal de Saude";"106582019";"Aquisicao de bolsas de ostomia";"2019-03-09";"2019-12-31";"2019-03-08";"311880.5";"0";
"TECNOCENTER MATERIAIS MEDICOS HOSPITALARES LTDA";"Secretaria Municipal de Saude";"106592019";"Aquisicao de bolsas de ostomia";"2019-03-12";"2019-12-31";"2019-03-11";"289268.4";"0";
"NUTRI HOSPITALAR LTDA - ME";"Secretaria Municipal de Saude";"106572019";"Aquisicao de bolsas de ostomia";"2019-03-12";"2019-12-31";"2019-03-11";"247566.0";"0";
"RILDO CAVALCANTE FERNANDES JUNIOR EPP";"Secretaria de Administracao";"040678";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE TELHAS DE FIBROCIMENTO, PARA ATENDER AS NECESSIDADES DO CENTRO ADMINISTRATIVO MUNICIPAL E ORGAOS SUBORDINADOS A SEAD, CRDQ E JUNTA MEDICA MUNICIPAL.";"";"";"2018-04-23";"34913.5";"0";
"DIABETICOS & CIA EIRELI - EPP";"Secretaria Municipal de Saude";"108602019";" AQUISICAO DE MATERIAL MEDICO PARA DIABETES.
";"2019-06-04";"2019-12-31";"2019-06-04";"1673280.0";"0";
"GHPS BARRETO - ME ";"Secretaria de Desenvolvimento Social";"040732018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE MATERIAL PERMANENTE (MOVEIS, ELETROELETRONICOS, MICROCOMPUTADOR, IMPRESSORA, CONDICIONADOR DE AR, ETC...), PARA ATENDER AS NECESSIDADES DA SECRETARIA DE DESENVOLVIMENTO SOCIAL - SEDES.";"";"";"2018-05-21";"21360.0";"0";
"VIA LUMENS AUDIO VIDEO E INFORMATICA LTDA";"Secretaria de Desenvolvimento Social";"040752018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE MATERIAL PERMANENTE (MOVEIS, ELETROELETRONICOS, MICROCOMPUTADOR, IMPRESSORA, CONDICIONADOR DE AR, ETC...), PARA ATENDER AS NECESSIDADES DA SECRETARIA DE DESENVOLVIMENTO SOCIAL - SEDES.";"";"";"2018-05-09";"9438.0";"0";
"GRADUAL COMERCIO SERVICOS EIRELLI";"Secretaria Municipal de Saude";"109592018";"Aquisicao de materiais para endoscopia para o Complexo Hospitalar de Mangabeira Governador Tarciso Burity";"";"2018-12-31";"2018-11-16";"4779.96";"0";
"GASTROVISION PRODUTOS E EQUIPAMENTOS MEDICOS LTDA";"Secretaria Municipal de Saude";"109572018";"Aquisicao de materiais para endoscopia para o Complexo Hospitalar de Mangabeira Governador Tarciso Burity";"2019-01-19";"2019-12-31";"2018-11-16";"21899.88";"0";
"GRADUAL COMERCIO SERVICOS EIRELLI";"Secretaria Municipal de Saude";"106412019";"Aquisicao de materiais para endoscopia para o Complexo Hospitalar de Mangabeira Governador Tarciso Burity";"2019-02-21";"2019-12-31";"2019-02-19";"6779.94";"0";
"GASTROVISION PRODUTOS E EQUIPAMENTOS MEDICOS LTDA";"Secretaria Municipal de Saude";"107662019";"Aquisicao de materiais para endoscopia para o Complexo Hospitalar de Mangabeira Governador Tarciso Burity";"2019-05-08";"2019-12-31";"2019-05-02";"44499.7";"0";
"SAESA DO BRASIL LTDA ";"Gabinete do Prefeito";"040772018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE EQUIPAMENTOS DE INFORMATICA (MICROCOMPUTADOR, IMPRESSORAS, NOTEBOOK, ROTEADOR, E FONTE STORAGE), PARA ATENDER AS NECESSIDADES DA SEDES, GAPRE, E SEPLAN.";"";"";"2018-05-21";"1200.0";"0";
"SAESA DO BRASIL LTDA ";"Secretaria de Desenvolvimento Social";"040762018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE EQUIPAMENTOS DE INFORMATICA (MICROCOMPUTADOR, IMPRESSORAS, NOTEBOOK, ROTEADOR, E FONTE STORAGE), PARA ATENDER AS NECESSIDADES DA SEDES, GAPRE, E SEPLAN.";"";"";"2018-05-15";"13790.0";"0";
"ENGEMAIA & CIA LTDA ";"Secretaria de Meio Ambiente";"040652018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL CONTRATACAO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE EQUIPE PADRAO, PARA EXECUCAO DOS SERVICOS DE ENGENHARIA AGRONOMICA INCLUINDO: PODAS DE ARVORES DE PEQUENO, MEDIO E GRANDES PORTES, SUPRESSAO DE ARVORES DE PEQUENO, MEDIO E GRANDES PORTES, LIMPEZA E REMOCAO DE COQUEIROS E PALMEIRAS, BEM COMO, TRITURACAO E TRANSPORTE DOS RESTOLHOS VEGETAIS, TRATAMENTO FITOSSANITARIO, ULTRASSONOGRAFIA E GERENCIAMENTO INFORMATIZADO DOS SERVICOS.";"2018-04-18";"2019-04-17";"2018-04-18";"2879505.24";"0";
"FARMACE INDUSTRIA QUIMICO FARMACEUTICA CEARENSE LTDA";"Secretaria Municipal de Saude";"107332018";"Aquisicao de medicamentos antimicrobianos";"2018-06-21";"2018-12-31";"2018-06-13";"32274.0";"0";
"COMERCIAL VALFARMA LTDA";"Secretaria Municipal de Saude";"107362018";"Aquisicao de medicamentos antimicrobianos";"2018-07-13";"2018-12-31";"2018-06-13";"43285.44";"0";
"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA";"Secretaria Municipal de Saude";"107352018";"Aquisicao de medicamentos antimicrobianos";"2018-07-17";"2018-12-31";"2018-06-13";"121600.0";"0";
"OPEM REPRESENTACAO IMPORTADORA EXPORTADORA DISTRIB";"Secretaria Municipal de Saude";"105502019";"Aquisicao de medicamentos antimicrobianos";"2019-02-14";"2019-12-31";"2019-02-07";"23000.0";"0";
"INOVAMED COMERCIO DE MEDICAMENTOS LTDA - ME";"Secretaria Municipal de Saude";"105332019";"Aquisicao de medicamentos antimicrobianos";"2019-02-14";"2019-12-31";"2019-02-06";"20752.0";"0";
"FARMACE INDUSTRIA QUIMICO FARMACEUTICA CEARENSE LTDA";"Secretaria Municipal de Saude";"105372019";"Aquisicao de medicamentos antimicrobianos";"2019-02-16";"2019-12-31";"2019-02-06";"20049.0";"0";
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"Secretaria Municipal de Saude";"105382019";"Aquisicao de medicamentos antimicrobianos";"2019-02-16";"2019-12-31";"2019-02-06";"91866.4";"0";
"COMERCIAL VALFARMA LTDA";"Secretaria Municipal de Saude";"105692019";"Aquisicao de medicamentos antimicrobianos";"2019-02-20";"2019-12-31";"2019-02-11";"190852.94";"0";
"SAFE SUPORTE A VIDA E COMERCIO INTERNACIONAL LTDA";"Secretaria Municipal de Saude";"109372018";"Aquisicao de equipamentos hospitalares para o Hospital Municipal Santa Isabel";"";"2018-12-31";"2018-10-25";"84500.0";"0";
"JOSE DA SILVA ARAUJO - FILMAGEM - ME";"Secretaria de Desenvolvimento Social";"040462018";"Sistema de registro de precos para eventual contratacao de empresa especializada na prestacao de servicos de locacao de tendas (montagem e desmontagem)";"";"";"2018-03-12";"9960.0";"0";
"Eletropecas TI Comercial Eireli";"Secretaria Municipal de Saude";"107782018";"Aquisicao de equipamentos e material permanente (refrigerador frost free) para atender as Unidades de Saude da Familia";"2018-07-11";"2018-12-31";"2018-07-09";"59990.6";"0";
"INSTITUTO BRASILEIRO DE APOIO E DESENVOLVIMENTO EXECUTIVO - IBADE";"Secretaria de Desenvolvimento Urbano";"042718";"CONCURSO PUBLICO DESTINADO A SECRETARIA DE DESENVOLVIMENTO E CONTROLE URBANO DO MUNICIPIO DE JOAO PESSOA, em favor do INSTITUTO BRASILEIRO DE APOIO E DESENVOLVIMENTO EXECUTIVO - IBADE";"2018-02-10";"2020-02-09";"2018-01-29";"580000.0";"0";
"TEATRAL ARRETADO PRODUCOES ARTISTICAS ";"Fundacao Cultural de Joao Pessoa";"0762019";"Contratacao da CIA SALTIMBANCOS";"2019-01-29";"2019-01-03";"2019-01-29";"3000.0";"0";
"LIMPARAIBA LIMPADORA E DESENTUPIDORA PARAIBANA LTD";"Secretaria de Desenvolvimento Social";"040442018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL CONTRATACAO DE EMPRESA ESPECIALIZADA NA PRESTACAO DE SERVICOS DE ESGOTAMENTO E DESOBSTRUCAO DE FOSSA SEPTICA, REMOCAO DE DETRITOS E LIMPEZA DE CAIXA DE GORDURA (INCLUSIVE TUBULACAO), PARA ATENDER AS NECESSIDADES DA SECRETARIA DE DESENVOLVIMENTO SOCIAL - SEDES.";"2018-03-15";"2019-03-14";"2018-03-15";"45240.0";"0";
"TEATRAL ARRETADO PRODUCOES ARTISTICAS ";"Fundacao Cultural de Joao Pessoa";"0782019";"Contratacao do GRUPO TEATRAL ARRETADO PRODUCOES ARTISTICAS";"2019-02-09";"2019-02-10";"2019-01-29";"3000.0";"0";
"NDS DISTRIBUIDORA DE MEDICAMENTOS LTDA";"Secretaria Municipal de Saude";"108392019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-05-28";"2019-12-31";"2019-05-28";"655800.0";"0";
"AGIL DISTRIBUIDORA DE MEDICAMENTOS LTDA";"Secretaria Municipal de Saude";"108402019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-06-04";"2019-12-31";"2019-06-04";"12360.0";"0";
"F WILTON CAVALCANTE MONTEIRO EIRELI";"Secretaria Municipal de Saude";"108422019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-05-31";"2019-12-31";"2019-05-31";"293350.0";"0";
"FARMACE INDUSTRIA QUIMICO FARMACEUTICA CEARENSE LTDA";"Secretaria Municipal de Saude";"108442019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-06-04";"2019-12-31";"2019-06-04";"38400.0";"0";
"CIRUFARMA COMERCIAL LTDA";"Secretaria Municipal de Saude";"108452019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-05-29";"2019-12-31";"2019-05-29";"14000.0";"0";
"COMERCIAL MOSTAERT LTDA";"Secretaria Municipal de Saude";"108462019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-05-31";"2019-12-31";"2019-05-31";"70596.0";"0";
"ELFA MEDICAMENTOS LTDA";"Secretaria Municipal de Saude";"108472019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-05-28";"2019-12-31";"2019-05-28";"29028.0";"0";
"LABORATORIO TEUTO BRASILEIRO S/A";"Secretaria Municipal de Saude";"108622019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-06-03";"2019-12-31";"2019-06-03";"340000.0";"0";
"HALEX ISTAR INDUSTRIA FARMACEUTICA SA ";"Secretaria Municipal de Saude";"108372019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-05-27";"2019-12-31";"2019-05-27";"187500.0";"0";
"PANORAMA COMERCIO DE PRODUTOS MEDICOS E FARMACEUTI";"Secretaria Municipal de Saude";"108382019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-05-28";"2019-12-31";"2019-05-28";"248400.0";"0";
"AUROBINDO PHARMA INDUSTRIA FARMACEUTICA LIMITADA";"Secretaria Municipal de Saude";"108592019";" AQUISICAO DE MEDICAMENTOS ANTIMICROBIANOS.";"2019-06-04";"2019-12-31";"2019-06-04";"229500.0";"0";
"TEATRAL ARRETADO PRODUCOES ARTISTICAS ";"Fundacao Cultural de Joao Pessoa";"0802019";"Contratacao do Grupo LOS IRANZI";"2019-02-09";"2019-02-17";"2019-01-29";"3000.0";"0";
"TEATRAL ARRETADO PRODUCOES ARTISTICAS ";"Fundacao Cultural de Joao Pessoa";"0812019";"Contratacao do GRUPO TEATRAL ARRETADO PRODUCOES ARTISTICAS";"2019-02-09";"2019-02-24";"2019-01-29";"3000.0";"0";
"TACARAUNA COMERCIO E SERVICO LTDA";"Secretaria de Desenvolvimento Social";"040712018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE MATERIAL PERMANENTE (ELETROELETRONICOS, ELETRODOMESTICOS, AR CONDICIONADO, COMPUTADOR, IMPRESSORA, NOTEBOOK, MOVEIS, CADEIRA DE RODAS, ETC), PARA ATENDER A CASA DE ACOLHIDA TEMPORARIA PARA PESSOA IDOSA.";"";"";"2018-04-30";"12500.0";"0";
"ELLO SOLUCOES COMERCIO E SERVICOS DE TECNOLOGIA LTDA ";"Secretaria de Desenvolvimento Social";"040682018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE MATERIAL PERMANENTE (ELETROELETRONICOS, ELETRODOMESTICOS, AR CONDICIONADO, COMPUTADOR, IMPRESSORA, NOTEBOOK, MOVEIS, CADEIRA DE RODAS, ETC), PARA ATENDER A CASA DE ACOLHIDA TEMPORARIA PARA PESSOA IDOSA.";"";"";"2018-05-23";"3200.0";"0";
"CCK COMERCIAL EIRELI";"Secretaria de Desenvolvimento Social";"040692018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE MATERIAL PERMANENTE (ELETROELETRONICOS, ELETRODOMESTICOS, AR CONDICIONADO, COMPUTADOR, IMPRESSORA, NOTEBOOK, MOVEIS, CADEIRA DE RODAS, ETC), PARA ATENDER A CASA DE ACOLHIDA TEMPORARIA PARA PESSOA IDOSA.";"";"";"2018-05-02";"3140.0";"0";
"EXOMED REPRESENTACAO DE MEDICAMENTOS LTDA";"Secretaria Municipal de Saude";"106822018";"Aquisicao de medicamentos controlados";"2018-06-02";"2018-12-31";"2018-05-21";"33999.75";"0";
"CIRUFARMA COMERCIAL LTDA";"Secretaria Municipal de Saude";"106782018";"Aquisicao de medicamentos controlados";"2018-06-05";"2018-12-31";"2018-05-21";"7200.0";"0";
"INOVAMED COMERCIO DE MEDICAMENTOS LTDA - ME";"Secretaria Municipal de Saude";"106812018";"Aquisicao de medicamentos controlados";"2018-06-05";"2018-12-31";"2018-05-21";"172920.0";"0";
"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"Secretaria Municipal de Saude";"106792018";"Aquisicao de medicamentos controlados";"2018-06-06";"2018-12-31";"2018-05-21";"38880.0";"0";
"SOLUMED DISTR DE MEDICAMENTOS E PRODUTOS PARA SAUD";"Secretaria Municipal de Saude";"106802018";"Aquisicao de medicamentos controlados";"2018-06-07";"2018-12-31";"2018-05-21";"75624.0";"0";
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"Secretaria Municipal de Saude";"106602018";"Aquisicao de medicamentos controlados";"2018-06-13";"2018-12-31";"2018-05-18";"383150.0";"0";
"ACACIA COMERCIO DE MEDICAMENTOS LTDA";"Secretaria Municipal de Saude";"105522019";"Aquisicao de medicamentos controlados";"2019-02-28";"2019-12-31";"2019-02-08";"17280.0";"0";
"INOVAMED COMERCIO DE MEDICAMENTOS LTDA - ME";"Secretaria Municipal de Saude";"105512019";"Aquisicao de medicamentos controlados";"2019-02-19";"2019-12-31";"2019-02-08";"72970.0";"0";
"CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA";"Secretaria Municipal de Saude";"105532019";"Aquisicao de medicamentos controlados";"2019-02-28";"2019-12-31";"2019-02-08";"126050.0";"0";
" SERVPROL - SERVICOS E COMERCIO DE PRODUTOS MEDICOS";"Secretaria Municipal de Saude";"0022019";"Rescisao de Contratacao de empresa especializada para manutencao preventiva e corretiva em equipamentos hospitalares da rede municipal de saude";"";"";"2019-05-29";"0.0";"0";
"SCORPION INFORMATICA LTDA - ME ";"Secretaria Extraordinaria de Politicas Publicas para as Mulheres";"040792018";"SISTEMA DE REGISTRO DE PRECOS PARA EVENTUAL AQUISICAO DE EQUIOPAMENTOS DE INFORMATICA (IMPRESSORA, DESKTOP ALL IN ONE, NOTEBOOK, ESTABILIZADOR E MINI OPROJETOR), PARA ATENDER AS NECESSIDADES DA SECRETARIA EXTRAORDINARIA DE POLITICAS PUBLICAS PARA AS MULHERES - SEPPM.";"";"";"2018-07-17";"4223.94";"0";
"PROLIMP PRODUTOS E SERVICOS EIRELI - EPP";"Instituto Candida Vargas";"232312019";"MATERIAL DE LIMPEZA";"2019-02-18";"2019-12-31";"2019-02-18";"638.0";"0";
"COMERCIAL MOSTAERT LTDA";"Secretaria Municipal de Saude";"109652018";"Aquisicao de medicamentos oncologicos";"";"2018-12-31";"2018-11-20";"864.0";"0";
